"friendsCount","gender","homeCity","tips","lists","badges","mayorships","photos","checkins","_id"
"15","male","Cleveland/Akron/Youngstown,OH","1","3","0","0","0","581","301731"
"8","female","Park Forest, IL","9","2","0","0","0","203","888833"
"267","male","Gurnee, IL","18","4","0","0","0","2590","138534"
"196","male","Chicago, IL","42","2","0","0","0","3248","422130"
"346","male","Columbus, OH","101","7","0","0","0","11904","594826"
"34","female","Chicago, IL","0","2","0","0","0","269","448319"
"85","female","Chicago, IL","0","3","0","0","0","8412","628508"
"9","female","San Francisco, CA","4","2","0","0","0","36","380029"
"145","male","Chicago, IL","79","5","0","0","0","12016","886120"
"68","female","Boston, Massachusetts","11","2","0","0","0","1810","967236"
"95","male","Guayaquil, Ecuador","2","4","0","0","0","1437","902345"
"8","male","Chicago, IL","0","2","0","0","0","128","747142"
"236","male","Lindenhurst, IL","26","2","0","0","0","9880","777170"
"50","male","Chicago, IL","16","2","0","0","0","2865","393672"
"27","female","Calumet Park, Il","6","4","0","0","0","488","737393"
"49","male","Champaign, IL","35","5","0","0","0","3188","981496"
"47","female","Rockford, IL","3","2","0","0","0","1065","819705"
"92","female","Chicago, IL","1","3","0","0","0","1052","292534"
"32","female","Chicago, IL","3","2","0","0","0","816","264082"
"8","male","Chicago, IL","0","2","0","0","0","253","792556"
"197","male","Chicago, IL","8","2","0","0","0","1981","833951"
"175","male","Chicago, IL","7","5","0","0","0","644","637009"
"50","female","Chicago, IL","5","2","0","0","0","1910","796223"
"133","male","Chicago, IL","36","13","0","0","0","8048","392096"
"112","female","Washington, DC","11","4","0","0","0","2732","924122"
"398","male","Chicago, IL","8","2","0","0","0","2135","279492"
"47","male","Chicago, IL","4","6","0","0","0","926","208661"
"543","male","Chicago, IL","14","3","0","0","0","2217","743947"
"58","female","Chicago, IL","1","2","0","0","0","248","333465"
"74","male","Glendale, AZ","1","5","0","0","0","1006","387489"
"67","male","Chicago, IL","14","5","0","0","0","3889","981922"
"49","male","Maywood, IL","3","2","0","0","0","666","844898"
"176","male","Seattle, Washington","18","2","0","0","0","1322","912462"
"13","male","Chicago, IL","0","2","0","0","0","2235","462706"
"43","male","Chicago, IL","7","2","0","0","0","271","761515"
"96","female","Chicago, IL","6","4","0","0","0","9020","704133"
"48","male","Burbank, CA","2","3","0","0","0","214","113209"
"80","female","Chicago, IL","13","3","0","0","0","1110","732054"
"109","female","Chicago, IL","0","2","0","0","0","1664","160091"
"9","female","Chicago, IL","98","3","0","0","0","1356","167739"
"228","male","Chicago, IL","4","5","0","0","0","1918","124151"
"30","female","Belton, TX","1","2","0","0","0","1749","904880"
"81","male","Chicago, IL","14","28","0","0","0","6339","509888"
"30","male","Des Plaines, IL","17","2","0","0","0","1004","988723"
"96","male","Chicago, IL","19","10","0","0","0","3990","298087"
"214","female","Chicago, IL","45","27","0","0","0","1805","181614"
"13","male","Lombard, IL","0","2","0","0","0","0","968763"
"59","male","Chicago, IL","32","14","0","0","0","2204","241882"
"31","male","Chicago, IL","6","2","0","0","0","959","725750"
"7","male","Chicago, IL","1","2","0","0","0","63","775977"
"45","male","Chicago, Illinois","0","4","0","0","0","1328","732739"
"156","male","Omaha, NE","2","2","0","0","0","2456","890069"
"305","male","Chicago, IL","13","2","0","0","0","2658","386635"
"146","female","Chicago, il","0","2","0","0","0","864","151194"
"0","female","North Riverside, IL","0","2","0","0","0","31","518256"
"45","female","Chicago, IL","1","2","0","0","0","1110","475711"
"33","female","Chicago, IL","0","2","0","0","0","1584","936865"
"60","male","Chicago, IL","57","9","0","0","0","13888","119095"
"31","female","IL","34","7","0","0","0","1044","647478"
"82","female","Chicago, IL","13","3","0","0","0","1331","504378"
"116","male","Chicago","8","2","0","0","0","1377","928234"
"9","female","Chicago, IL","1","4","0","0","0","336","802799"
"30","female","Lake Villa, IL","4","2","0","0","0","1087","887737"
"45","female","Streamwood, IL","0","2","0","0","0","3135","313062"
"79","female","Chicago, IL","2","2","0","0","0","585","220738"
"49","male","Chicago il","3","2","0","0","0","359","136097"
"8","female","Chicago, IL","1","2","0","0","0","110","493528"
"50","female","Tampa, FL","29","2","0","0","0","483","751755"
"46","female","Los Angeles, CA","0","4","0","0","0","1187","753796"
"53","female","Chicago, IL","11","2","0","0","0","1627","941330"
"95","male","Chicago, IL","6","4","0","0","0","1264","879802"
"12","male","Chicago","5","2","0","0","0","127","344907"
"135","male","Chicago, IL","1","3","0","0","0","2210","813823"
"18","female","Chicago, IL","6","3","0","0","0","681","612677"
"73","male","Chicago, IL","4","4","0","0","0","2458","418919"
"50","male","Chicago, IL","0","2","0","0","0","1616","293710"
"55","female","Naperville, IL","0","2","0","0","0","653","280186"
"18","male","Chicago, IL","0","2","0","0","0","2451","909213"
"38","female","Chicago, IL","3","7","0","0","0","2376","143503"
"11","None","Chicago, IL","0","2","0","0","0","190","778904"
"995","male","Friendship, Tn","0","2","0","0","0","26940","498657"
"133","female","Chicago, IL","7","2","0","0","0","3000","635820"
"164","male","Indianapolis, IN","9","2","0","0","0","5147","862261"
"18","female","Chicago, IL","0","3","0","0","0","41","195318"
"239","male","Chicago, IL","78","31","0","0","0","6113","759037"
"41","female","Chicago, IL","2","2","0","0","0","1443","747346"
"93","male","Oak Park, IL","0","2","0","0","0","197","865875"
"39","female","Olympia Fields, IL","2","2","0","0","0","597","386698"
"72","female","San Diego, CA ","0","2","0","0","0","722","433752"
"70","female","Chicago, IL","13","5","0","0","0","2903","885165"
"100","female","Chicago, IL","7","2","0","0","0","2658","668917"
"8","female","Chicago, IL","0","2","0","0","0","333","517529"
"65","male","Chicago, Illinois","7","3","0","0","0","7731","252543"
"61","female","Chicago","14","3","0","0","0","1482","703597"
"19","female","Chicago, IL","2","2","0","0","0","140","916799"
"44","None","Chicago, IL","0","2","0","0","0","966","855295"
"32","male","Chicago","5","2","0","0","0","1158","547588"
"39","male","Distrito Federal","0","2","0","0","0","1210","128351"
"68","female","Chicago, IL","8","3","0","0","0","885","947523"
"1000","male","Chicago, IL","7","2","0","0","0","23978","108505"
"17","male","Chicago, IL","3","2","0","0","0","959","656962"
"78","female","Madison, WI","11","2","0","0","0","3194","436369"
"85","male","Evanston, IL","2","2","0","0","0","1302","226641"
"19","female","Chicago","0","2","0","0","0","277","962307"
"16","male","Hickory Hills, IL","1","2","0","0","0","749","843830"
"130","male","Chicago","16","4","0","0","0","8994","795178"
"186","female","Toronto, Canada","313","3","0","0","0","16015","356047"
"20","female","Chicago, IL","1","2","0","0","0","401","128994"
"125","male","New York","12","2","0","0","0","1281","807423"
"50","male","Chicago, IL","1","2","0","0","0","1236","198767"
"47","male","Elgin","8","4","0","0","0","1395","846038"
"264","male","Los Angeles, CA","43","3","0","0","0","5298","693036"
"52","female","Chicago, IL","4","17","0","0","0","3936","615537"
"53","male","chicago, il","6","20","0","0","0","1993","463623"
"33","male","Chicago, IL","1","3","0","0","0","488","213249"
"189","male","Chicago, IL","4","2","0","0","0","1406","517974"
"30","male","Chicago","1","3","0","0","0","691","206093"
"23","female","Troy, MI","1","2","0","0","0","515","764108"
"102","None","Apulia","0","4","0","0","0","465","856003"
"23","male","Chicago, IL","0","2","0","0","0","101","816968"
"191","male","Chicago, IL","11","7","0","0","0","2340","172133"
"183","male","Chicago, IL","3","3","0","0","0","2039","638235"
"11","female","Chicago, IL","29","8","0","0","0","2017","295532"
"44","male","Chicago, IL","0","2","0","0","0","844","589824"
"194","male"," Mexico","2","2","0","0","0","372","112992"
"25","female","Chicago, IL","0","3","0","0","0","1079","669764"
"22","female","Chicago, IL","4","2","0","0","0","684","906757"
"44","female","Berwyn, Illinois","3","4","0","0","0","834","669431"
"147","male","Las Vegas, Nevada","5","2","0","0","0","1225","409171"
"43","male","Chicago, IL","52","5","0","0","0","808","683022"
"245","female","Chicago, IL","4","2","0","0","0","1897","386389"
"71","male","Chicago, IL","3","3","0","0","0","948","273243"
"521","male","Chicago, IL","11","2","0","0","0","1691","313377"
"43","female","Elgin","0","2","0","0","0","558","527791"
"26","male","Downers Grove, IL","0","2","0","0","0","378","506601"
"22","male","Davidson, North Carolina","0","2","0","0","0","242","292723"
"84","male","Chicago, IL","44","4","0","0","0","3736","734443"
"46","female","Niles, IL","2","6","0","0","0","2657","976182"
"121","female","Chicago, IL","691","8","0","0","0","3618","753197"
"76","male","Chicago, IL","4","2","0","0","0","1151","325592"
"90","male","Chicago, IL","2","4","0","0","0","982","374133"
"670","male","Jackson, MS","2","2","0","0","0","1902","403483"
"105","male","Chicago, IL","0","2","0","0","0","1038","626086"
"36","male","Oakland, CA","91","3","0","0","0","4022","388738"
"15","female","Chicago, IL","19","6","0","0","0","3954","467084"
"127","female","New York, NY","3","2","0","0","0","1089","772380"
"57","male","Midlothian, IL","39","2","0","0","0","786","361813"
"85","female","Chicago, IL","0","2","0","0","0","892","495910"
"30","female","Evanston, Illinois","5","2","0","0","0","6399","525689"
"135","male","Chicago, IL","22","2","0","0","0","10072","657147"
"53","male","Evanston, IL","4","2","0","0","0","1773","858106"
"66","female","Chicago, IL","1","2","0","0","0","631","551758"
"74","female","Chicago, IL","0","2","0","0","0","866","296127"
"43","female","Chicago, IL","1","2","0","0","0","276","198624"
"207","female","Chicago, IL","11","2","0","0","0","2624","546098"
"51","female","Chicago, IL","33","6","0","0","0","2513","721852"
"115","female","Chicago, IL","10","3","0","0","0","1536","549686"
"27","male","Chicago, IL","7","2","0","0","0","4304","149371"
"30","male","Oak Lawn, IL","10","5","0","0","0","184","668140"
"55","male","Norridge, IL","0","2","0","0","0","289","830108"
"28","female","Chicago","1","2","0","0","0","131","608139"
"18","male","Orlando, FL","0","2","0","0","0","926","549076"
"41","male","Chicago, IL","1","2","0","0","0","125","210777"
"258","female","Chicago, IL","5","4","0","0","0","2392","191757"
"41","female","Chicago,IL","0","2","0","0","0","32","702119"
"56","male","Milwaukee, WI","29","2","0","0","0","1710","454789"
"28","male","Chicago, IL","2","2","0","0","0","896","728427"
"25","male","Chicago, IL","3","2","0","0","0","275","784464"
"163","male","Chicago, IL","0","2","0","0","0","435","901725"
"129","female","Chicago, IL","11","2","0","0","0","347","344733"
"11","female","Chicago","14","2","0","0","0","1191","632574"
"38","male","Chicago, IL","2","2","0","0","0","795","821544"
"52","male","Chicago, IL","2","2","0","0","0","1607","709576"
"110","female","NOLA or Chicago, Il","19","4","0","0","0","6170","346810"
"81","male","Chicago, IL","30","6","0","0","0","4920","229050"
"139","female","Chicago, IL","38","10","0","0","0","9050","413967"
"68","female","Chicago, IL","1","2","0","0","0","1392","254648"
"10","female","Chicago, IL","3","2","0","0","0","46","788476"
"11","female","Chicago, IL","0","2","0","0","0","114","305795"
"71","female","Dallas, TX ","20","3","0","0","0","1716","482259"
"55","male","Jackson, MI","20","2","0","0","0","789","820275"
"283","female","GARY (MyRainbow) , IN ","19","4","0","0","0","8680","245501"
"34","female","Chicago, IL","7","2","0","0","0","2229","399005"
"10","female","Chicago, IL","0","2","0","0","0","1136","957317"
"11","female","Chicago, IL","0","2","0","0","0","201","529579"
"10","male","Chicago","6","2","0","0","0","551","807802"
"164","male","Chicago, IL","13","2","0","0","0","846","170800"
"112","female","Dallas, TX","5","4","0","0","0","4304","580882"
"35","male","Harvard, MA","10","3","0","0","0","1996","353108"
"16","female","Chicago","1","4","0","0","0","538","344893"
"33","male","Illinois","1","2","0","0","0","6684","437051"
"29","female","Chicago","0","2","0","0","0","380","540127"
"117","male","Fresno, CA","14","3","0","0","0","2067","130935"
"153","female","Bronx, NY","2","5","0","0","0","2664","986109"
"92","female","Unnamed Location","2","2","0","0","0","1316","140595"
"40","male","San Diego, California. ","18","2","0","0","0","1508","639974"
"98","female","Chicago, IL","14","3","0","0","0","5020","235930"
"13","male","Miami, FL","0","2","0","0","0","594","211511"
"16","female","Chicago, IL","2","5","0","0","0","1714","297392"
"69","female","None","8","2","0","0","0","2473","539781"
"208","male","Malmö","30","2","0","0","0","4069","888465"
"87","male","Chicago, IL","5","2","0","0","0","1206","182054"
"37","male","Chicago, IL","5","2","0","0","0","2344","339065"
"46","female","Adrian, MI","0","2","0","0","0","5826","145345"
"0","female","Chicago, Illinois","10","7","0","0","0","1003","472503"
"475","female","Chicago, IL","23","9","0","0","0","2679","291610"
"52","female","Chicago, IL","13","5","0","0","0","2887","518818"
"16","female","Chicago, IL","73","4","0","0","0","4835","994104"
"4","female","Chicago, IL","0","3","0","0","0","567","273509"
"99","female","Palatine, IL","7","9","0","0","0","6933","362555"
"40","male","Chicago, IL","17","2","0","0","0","2313","225600"
"49","male","Chicago, IL","2","3","0","0","0","64","372350"
"83","female","New York, NY","3","2","0","0","0","1417","443470"
"1000","male","Chicago, IL","33","2","0","0","0","3246","674119"
"52","None","Chicago, IL","15","3","0","0","0","2011","273963"
"37","male","Chicago, IL","6","3","0","0","0","4096","597492"
"175","male","Ciudad de México, Mexico","106","2","0","0","0","3386","805421"
"56","female","Chicabo, IL","1","2","0","0","0","921","971137"
"30","male","Chicago, IL","1","2","0","0","0","365","360729"
"48","male","Chicago, IL","2","2","0","0","0","611","900541"
"59","female","Chicago, IL","11","4","0","0","0","2949","675390"
"68","female","Glendale, CA","83","21","0","0","0","7134","818916"
"35","female","Illinois","2","2","0","0","0","639","688738"
"51","female","Bridgeview, IL","8","2","0","0","0","1273","721682"
"44","female","Chicago, IL","2","3","0","0","0","485","106060"
"23","male","Cambridge, MA","0","3","0","0","0","2411","320478"
"9","female","Chicago, IL","1","2","0","0","0","302","992568"
"77","male","Chicago, IL","23","2","0","0","0","6447","241050"
"19","female","Chicago, Illinois","4","2","0","0","0","365","996063"
"64","male","Chicago, IL","25","4","0","0","0","1283","403706"
"18","male","Chicago, IL","6","2","0","0","0","870","870982"
"211","male","Blacksburg, VA","3","2","0","0","0","1439","715112"
"54","male","Chicago, IL","40","3","0","0","0","6455","635572"
"316","male","Chicago, IL","12","8","0","0","0","3034","901551"
"16","female","Chicago, IL","0","2","0","0","0","84","190259"
"36","female","Chicago","1","2","0","0","0","109","186860"
"136","female","San Francisco, CA","9","3","0","0","0","2062","219302"
"156","female","Chicago, IL","39","11","0","0","0","1206","273411"
"51","male","Chicago, IL","9","2","0","0","0","1815","867595"
"64","female","Chicago, IL","2","2","0","0","0","2471","805661"
"47","female","Oak Park, IL","7","6","0","0","0","501","295639"
"957","male","Chicago, IL","17","10","0","0","0","9684","646498"
"92","female","Hammond, IN","0","2","0","0","0","2327","810514"
"43","male","None","63","5","0","0","0","2016","958773"
"11","male","Chicago, IL","0","2","0","0","0","5","188001"
"4","female","Chicago, IL","0","2","0","0","0","58","367264"
"14","female","Chicago, Illinois","0","2","0","0","0","277","164966"
"676","male","Chicago, IL","4","2","0","0","0","176","112825"
"56","female","Iowa City, IA","0","2","0","0","0","2325","690436"
"12","female","Berwyn, IL","1","3","0","0","0","203","714379"
"58","male","Miami, FL","4","2","0","0","0","1853","568537"
"35","male","Chicago, IL","3","3","0","0","0","334","122838"
"84","female","Chicago ","5","2","0","0","0","1009","940364"
"38","male","Chicago, IL","0","2","0","0","0","1949","786217"
"351","male","Chicago, IL","19","3","0","0","0","2339","160577"
"47","male","Las Vegas, NV","5","2","0","0","0","1118","451635"
"43","male","Chicago, IL","33","10","0","0","0","651","381463"
"46","male","Chicago, IL","2","2","0","0","0","697","509038"
"134","male","Chicago, IL","2","2","0","0","0","906","357819"
"102","male","Darien, IL","2","2","0","0","0","2918","354454"
"116","male","Chicago, IL ","5","2","0","0","0","3808","781422"
"262","male","Chicago ","5","2","0","0","0","2039","878216"
"109","male","Chicago, IL","9","3","0","0","0","11041","875249"
"86","male","Washington, D.C. ","197","7","0","0","0","5401","640455"
"66","female","Chicago, IL","1","5","0","0","0","2129","134603"
"57","female","San José","13","2","0","0","0","1482","317332"
"61","female","Chicago, Illinois","0","3","0","0","0","406","754023"
"76","male","Chicago, IL ","1","2","0","0","0","534","291939"
"67","female","New York, NY","5","3","0","0","0","571","963839"
"192","male","Philadelphia","10","3","0","0","0","11904","476648"
"52","male","Chicago, IL","2","2","0","0","0","1521","744994"
"3","female","Chicago, IL","1","2","0","0","0","70","273770"
"143","male","Chicago, IL","11","4","0","0","0","2241","835645"
"14","male","Chicago, IL","3","3","0","0","0","327","898507"
"28","female","Chicago, IL","6","3","0","0","0","838","613155"
"34","male","Chicago, IL","4","2","0","0","0","1049","620993"
"31","female","Chicago, IL","10","4","0","0","0","1461","641004"
"51","male","Alsip, IL","4","2","0","0","0","3675","336228"
"12","female","Chicago, IL","11","2","0","0","0","245","468186"
"47","male","Chicago, IL","2","2","0","0","0","481","555063"
"101","male","Chicago, illinois","0","3","0","0","0","935","997692"
"183","male","Chicago, IL","2","2","0","0","0","102","808579"
"140","female","Chicago ","20","2","0","0","0","632","387569"
"10","female","Chicago, Illinois","9","2","0","0","0","161","752408"
"17","male","Chicago,  IL","17","9","0","0","0","2478","943816"
"52","female","Chicago","18","4","0","0","0","1483","898633"
"11","female","Oak Lawn, IL","2","2","0","0","0","970","696656"
"722","female","✈️ɴz→ĸʟ→ᴅc ","32","3","0","0","0","10385","335078"
"21","male","Chicago, IL","0","2","0","0","0","187","826532"
"22","female","Chicago, IL","0","18","0","0","0","1089","293680"
"114","female","Chicago, IL","0","3","0","0","0","401","769150"
"184","male","Chicago, IL","13","4","0","0","0","7492","178002"
"208","female","Chicago, IL","19","6","0","0","0","2682","762193"
"64","None","สามโคก, ประเทศไทย","4","2","0","0","0","668","575432"
"36","male","Chicago, IL","1","2","0","0","0","1441","403976"
"25","female","Chicago, IL","0","2","0","0","0","516","827271"
"113","male","Chicago, IL","10","2","0","0","0","849","813318"
"59","male","Chicago","1","2","0","0","0","1791","660313"
"53","female","Chicago, IL","0","2","0","0","0","2846","303321"
"43","female","Chicago, IL","11","2","0","0","0","717","556065"
"60","male","Chicago, IL","1","3","0","0","0","68","834079"
"112","male","Chicago, IL","0","2","0","0","0","1137","896494"
"24","female","Chicago, IL","2","5","0","0","0","384","270559"
"178","female","Chicago, IL","0","2","0","0","0","442","287553"
"291","male","Wisconsin","14","3","0","0","0","6772","906771"
"264","male","Chicago, USA","3","4","0","0","0","2140","420912"
"144","male","Chicago, IL","13","2","0","0","0","1939","617098"
"267","male","Illinois","1","3","0","0","0","909","213412"
"20","male","Brookfield, il","14","2","0","0","0","3899","936725"
"611","male","Union, New Jersey","31","3","0","0","0","20328","424146"
"31","male","Broadview, IL","5","2","0","0","0","190","182553"
"7","male","Chicago, IL","1","2","0","0","0","572","926377"
"55","female","Chicago, Illinois","49","2","0","0","0","2998","222498"
"55","male","Chicago, Illinois","33","2","0","0","0","2478","709986"
"13","female","Chicago, IL","0","2","0","0","0","420","877179"
"44","female","Chicago, IL","10","3","0","0","0","1028","114421"
"15","male","Chicago, IL","5","2","0","0","0","850","457952"
"124","female","Chicago, Illinois","9","3","0","0","0","2704","318534"
"79","male","Chicago, IL","3","2","0","0","0","663","641131"
"271","male","Chicago, IL","3","2","0","0","0","1685","897499"
"19","female","Bolingbrook, IL","5","11","0","0","0","462","732527"
"40","male","Chicago, IL","5","2","0","0","0","1985","388349"
"156","female","Chicago, IL","3","17","0","0","0","1927","820347"
"74","male","Chicago, IL","16","4","0","0","0","2995","726366"
"221","male","Chicago, IL","10","2","0","0","0","3859","160149"
"50","female","Chicago, IL","1","2","0","0","0","238","640033"
"36","male","Chicago","7","2","0","0","0","653","972872"
"59","female","Norridge, IL","8","16","0","0","0","810","275859"
"60","male","Indianola, IA","3","2","0","0","0","872","145049"
"299","female","Chicago, IL","2","4","0","0","0","3948","630260"
"83","male","Chicago, IL","32","2","0","0","0","4165","904946"
"301","male","Chicago, IL","101","5","0","0","0","28180","741714"
"29","male","St Louis, MO","5","2","0","0","0","1396","554292"
"44","female","Cleveland, OH","4","54","0","0","0","4392","485909"
"292","female","Chicago, IL 60654","7","3","0","0","0","1714","345739"
"143","male","Chicago, IL","54","2","0","0","0","4642","525403"
"52","male","Chicago, IL","5","14","0","0","0","2357","463132"
"59","female","Chicago, IL","8","2","0","0","0","736","396737"
"45","male","Renton, WA","0","2","0","0","0","315","167936"
"66","female","chicago, il","1","3","0","0","0","204","286984"
"61","male","Chicago IL","0","2","0","0","0","337","675639"
"120","male","Boston, MA","17","6","0","0","0","2682","187438"
"294","female","San Francisco, California","31","2","0","0","0","4724","681481"
"67","male","Chicago, IL","91","7","0","0","0","3811","399221"
"62","male","Chicago, IL","5","4","0","0","0","1122","881108"
"6","male","Chicago, IL","206","3","0","0","0","3762","308797"
"17","female","Chicago, Illinois","11","2","0","0","0","261","241443"
"226","male","None","12","2","0","0","0","2170","919185"
"38","female","Naples, FL","1","2","0","0","0","1030","901843"
"7","female","Chicago, IL","10","3","0","0","0","1292","366237"
"61","female","Chicago, Illinois","14","2","0","0","0","3679","247799"
"31","female","Chicago, IL","16","7","0","0","0","9172","489025"
"20","female","Chicago, IL","14","2","0","0","0","1742","988478"
"34","male","Chicago, Illinois","9","2","0","0","0","2010","589941"
"21","male","Oak Park","22","2","0","0","0","1255","682495"
"35","male","Bolingbrook, IL","10","2","0","0","0","2102","702668"
"449","female","Bridgeview, IL","1","2","0","0","0","2567","392610"
"187","female","Chicago, IL ","99","3","0","0","0","900","214680"
"23","female","Chicago, IL","50","9","0","0","0","790","786262"
"71","male","Wheaton, Illinois","3","2","0","0","0","137","946415"
"36","female","Chicago ","2","3","0","0","0","1287","726046"
"18","female","Chicago, IL","9","2","0","0","0","297","129616"
"40","female","Chicago","3","3","0","0","0","549","366567"
"53","female","Chicago, IL","20","3","0","0","0","1503","395325"
"27","male","Washington, DC","20","15","0","0","0","1988","476265"
"14","male","Chicago, IL","0","2","0","0","0","812","412358"
"134","male","Greektown, IL","38","3","0","0","0","2906","280826"
"38","male","Chicago, IL","0","2","0","0","0","702","419747"
"93","male","Chicago, IL","15","3","0","0","0","4399","311461"
"36","female","Chicago, IL","8","2","0","0","0","4227","828169"
"59","male","Chicago, Illinois","9","2","0","0","0","1466","334813"
"38","None","Chicago, IL","0","2","0","0","0","497","556885"
"46","female","Chicago, IL","7","2","0","0","0","1452","971002"
"84","male","Chicago, IL","4","2","0","0","0","1195","261434"
"184","male","Chicago, IL","24","4","0","0","0","829","662585"
"71","female","Chicago, IL","15","3","0","0","0","2175","654808"
"63","female","Lincolnwood, IL","17","2","0","0","0","3764","116358"
"39","female","Chicago, IL","2","3","0","0","0","1159","629995"
"0","female","Willowick, OH","0","2","0","0","0","41","816471"
"90","male","Chicago, IL","107","16","0","0","0","1991","352911"
"44","male","Chicago, IL","8","6","0","0","0","1805","597578"
"53","male","Chicago, IL","7","3","0","0","0","705","429583"
"31","female","Chicago, IL","5","2","0","0","0","584","952785"
"31","female","Chicago, IL","3","4","0","0","0","145","851335"
"20","male","Dallas, TX.","0","2","0","0","0","403","769903"
"198","male","Chicago, IL","23","3","0","0","0","3565","949697"
"422","female","Chicago, IL","6","2","0","0","0","4072","774942"
"76","female","New York, NY","0","6","0","0","0","605","694323"
"46","male","Chicago, IL","6","2","0","0","0","1081","738120"
"26","female","chicago, IL","4","2","0","0","0","629","776696"
"29","female","Chicago, IL","4","2","0","0","0","1012","142720"
"380","male","Makkah / Tiffin","16","4","0","0","0","284","262405"
"152","female","Virginia Beach, VA","10","2","0","0","0","3350","640256"
"77","male","St Paul, MN","4","2","0","0","0","2675","624068"
"83","female","Chicago, IL","6","2","0","0","0","2187","325512"
"89","male","Chicago, IL","4","2","0","0","0","2941","755527"
"120","male","Chicago, IL","2","2","0","0","0","1844","477606"
"23","female","Chicago","1","2","0","0","0","202","515111"
"27","female","Chicago, IL","0","2","0","0","0","162","950566"
"79","female","Chicago, IL","8","2","0","0","0","1022","223927"
"104","male","Chicago, Illinois","10","2","0","0","0","638","796929"
"57","male","Chicago, IL","11","6","0","0","0","543","541083"
"43","None","Chicago, IL","2","4","0","0","0","925","606988"
"25","female","Chicago, IL","0","5","0","0","0","1279","446539"
"25","female","Chicago, IL","0","2","0","0","0","121","197739"
"30","female","Chicago, IL","7","2","0","0","0","2530","878369"
"49","male","Chicago, IL","1","3","0","0","0","830","598950"
"113","male","Orlando, FL","5","5","0","0","0","5141","415428"
"26","female","Chicago, IL","3","2","0","0","0","406","435013"
"55","female","Chicago, Il","7","2","0","0","0","1958","425120"
"306","female","Chicago, IL","50","3","0","0","0","3433","507506"
"114","male","Chicago, IL","0","2","0","0","0","1448","761010"
"64","female","Chicago, IL","5","2","0","0","0","4757","553455"
"34","male","Naperville,Il","0","2","0","0","0","596","904705"
"71","female","Chicago, IL","1","2","0","0","0","1210","197636"
"13","male","Chicago, IL","6","5","0","0","0","2978","604010"
"35","female","IL","4","2","0","0","0","515","847246"
"26","male","Distrito Federal","3","2","0","0","0","376","678210"
"71","male","Mexico City","4","2","0","0","0","937","946497"
"42","female","Stevens Point, WI","2","3","0","0","0","826","101183"
"17","male","Chicago, IL","0","2","0","0","0","261","599478"
"145","female","Chicago, IL","21","2","0","0","0","2271","966820"
"11","female","NY","2","3","0","0","0","432","103741"
"84","female","Chicago, IL","8","2","0","0","0","837","926563"
"23","female","Chicago, IL","42","6","0","0","0","4977","455891"
"92","male","Chicago, IL","4","2","0","0","0","789","254080"
"24","male","Pittsburgh","13","2","0","0","0","2768","343886"
"156","female","Chicago, IL","5","3","0","0","0","2954","475771"
"81","female","Chicago, IL","0","2","0","0","0","840","616797"
"183","female","Oxford, OH","2","5","0","0","0","1043","195090"
"103","female","Chicago, IL","166","43","0","0","0","3183","785664"
"67","male","Bridgeview, IL","2","2","0","0","0","1392","484139"
"17","male","Chicago, IL","3","4","0","0","0","1283","217407"
"83","female","Chicago, IL","3","2","0","0","0","2346","241993"
"122","male","Chicago, IL","1","3","0","0","0","1665","825298"
"11","male","Ohio","0","2","0","0","0","194","919319"
"18","female","Chicago","31","10","0","0","0","605","505881"
"275","female","Chicago, IL","5","2","0","0","0","5791","626399"
"77","female","Hartford, CT","3","2","0","0","0","2224","241495"
"54","male","Chicago, IL","0","2","0","0","0","1166","128080"
"438","female","Ann Arbor, MI","84","8","0","0","0","4310","307996"
"39","male","Salem, MA","4","3","0","0","0","2028","621919"
"94","female","Chicago","11","2","0","0","0","1327","438712"
"121","male","Chicago, Illinois","13","11","0","0","0","3932","986996"
"70","female","Chicago, IL","1","8","0","0","0","334","387638"
"176","female","HighLand, IL","13","3","0","0","0","268","428425"
"55","male","Chicago, Illinois","5","3","0","0","0","1967","473286"
"48","male","Chicago, IL","3","3","0","0","0","2951","832190"
"70","female","Chicago, IL","1","2","0","0","0","1794","296818"
"126","male","Chicago, IL","1","2","0","0","0","1831","828571"
"49","female","CHICAGO | MANILA ","0","2","0","0","0","177","293893"
"47","female","Chicago, IL","8","2","0","0","0","512","607613"
"107","male","None","7","2","0","0","0","861","284152"
"25","female","NY","0","2","0","0","0","656","785553"
"17","female","Chicago, Illinois","27","2","0","0","0","1748","318714"
"33","male","Chicago","1","2","0","0","0","725","731565"
"101","male","Aurora, IL","3","3","0","0","0","2840","496650"
"60","female","Chicago, IL","12","4","0","0","0","474","125475"
"78","male","Chicago, IL","8","5","0","0","0","2803","226428"
"21","female","Chicago","1","2","0","0","0","408","207791"
"24","male","Chicago, IL","156","4","0","0","0","1406","405063"
"6","male","San Carlos, CA","0","2","0","0","0","1049","768087"
"25","male","Chicago, IL","4","2","0","0","0","468","228639"
"1","male","Chicago, IL","1","2","0","0","0","103","116376"
"52","male","New York, NY","0","3","0","0","0","500","848380"
"22","female","Chicago, IL","4","2","0","0","0","764","805312"
"25","female","Chicago, IL","4","2","0","0","0","675","631249"
"984","male","Maarkedal, België","59","324","0","0","0","40967","296532"
"35","female","Chicago, IL","48","25","0","0","0","4367","369301"
"106","male","Chicago, IL","0","2","0","0","0","2908","694395"
"29","female","Chicago, IL","3","2","0","0","0","406","366228"
