"friendsCount","gender","homeCity","tips","lists","badges","mayorships","photos","checkins","_id"
"70","female","Moscow, Moscow","0","2","0","0","0","501","188363"
"32","male","город Москва, Россия","28","2","0","0","0","1339","515221"
"76","female","Moskva","0","5","0","0","0","456","300740"
"127","female","город Москва, Россия","32","9","0","0","0","3261","479418"
"20","female","город Москва, Россия","0","2","0","0","0","492","345718"
"23","female","Moskovsskaya","1","2","0","0","0","377","586205"
"11","female","Moscow","0","3","0","0","0","394","917452"
"27","female","Moskva","2","3","0","0","0","441","520503"
"30","female","Moscow","11","2","0","0","0","1308","548864"
"14","female","Moscow, Moscow","0","2","0","0","0","234","316432"
"19","female","Moscow, Russia","0","2","0","0","0","411","751853"
"52","female","Moskva","0","2","0","0","0","178","536214"
"29","male","Moscow, 48","0","2","0","0","0","1057","238689"
"6","female","Moskva","0","2","0","0","0","48","983351"
"14","female","Moscow, 48","3","2","0","0","0","365","785419"
"55","male","пос. Новые Мытищи, Россия","20","3","0","0","0","2213","512169"
"69","female","Moscow","0","2","0","0","0","1144","178030"
"17","female","Moscow, 48","4","2","0","0","0","809","746457"
"66","female","Moskva","10","2","0","0","0","2545","130826"
"176","female","Санкт-Петербург","0","2","0","0","0","4880","865871"
"835","male","город Москва, Россия","62","3","0","0","0","1714","369947"
"320","female","Moskovsskaya","20","6","0","0","0","2624","995330"
"22","female","Moscow, Moskva","0","2","0","0","0","167","447001"
"20","male","Moscow, Moskva","0","2","0","0","0","239","682208"
"15","None","Moscow, 48","0","3","0","0","0","718","294408"
"97","female","Москва","3","2","0","0","0","3459","322586"
"32","male","Moskva","25","5","0","0","0","2086","966661"
"17","female","Moskovsskaya","0","2","0","0","0","292","267868"
"17","male","Moskva","8","4","0","0","0","3533","136071"
"34","male","город Москва, Россия","16","2","0","0","0","902","410223"
"68","female","Bashkortostan","3","2","0","0","0","1633","757414"
"16","female","Moskva","0","2","0","0","0","67","401975"
"17","female","Москва","7","5","0","0","0","1095","539161"
"37","female","Moscow","46","2","0","0","0","2659","922297"
"998","male","город Москва, Россия","139","4","0","0","0","17454","431060"
"26","None","Moskva","5","3","0","0","0","231","861748"
"60","female","Moscow","1","2","0","0","0","809","126290"
"58","male","Moscow","0","2","0","0","0","1962","458142"
"17","female","Moscow, 48","2","2","0","0","0","1814","963685"
"107","female","None","1","2","0","0","0","343","791244"
"47","male","Москва, Россия","16","2","0","0","0","3293","892325"
"79","female","Moskva","1","2","0","0","0","681","451539"
"30","female","Moscow - center of the world","64","2","0","0","0","1073","890658"
"156","male","Moscow","10","2","0","0","0","2120","205123"
"11","female","Barnaul, 04","0","2","0","0","0","255","835300"
"41","female","Moskva","5","4","0","0","0","19314","117752"
"57","female","Moskva","1","2","0","0","0","1125","655308"
"29","male","Moscow, Russia","5","4","0","0","0","1211","541198"
"12","female","Moscow, Russia","1","8","0","0","0","417","163067"
"20","male","Москва, Россия","0","2","0","0","0","433","983137"
"11","female","Togliatti, Russia","0","3","0","0","0","273","374073"
"18","female","Moscow","1","2","0","0","0","274","307028"
"23","female","Moskva","14","2","0","0","0","2322","675677"
"25","male","Moscow ","3","2","0","0","0","1840","997380"
"24","male","Moskow","2","2","0","0","0","274","327701"
"64","female","город Москва, Россия","0","2","0","0","0","831","855659"
"19","female","Seoul, South Korea","0","2","0","0","0","962","979121"
"113","female","Moscow","7","10","0","0","0","2957","684852"
"9","male","Moscow, Russia","0","2","0","0","0","1028","684171"
"13","female","New York, NY","0","2","0","0","0","751","743880"
"22","female","Moscow, Moscow","0","2","0","0","0","170","349166"
"121","female","Москва","1","4","0","0","0","1356","931798"
"102","female","город Москва, Россия","31","4","0","0","0","1002","860288"
"19","female","Moscow","2","2","0","0","0","453","862123"
"9","male","None","1","2","0","0","0","273","614180"
"32","male","Moskva","4","3","0","0","0","558","211010"
"723","female","Moskva","4","2","0","0","0","829","839818"
"26","male","Moskva","2","2","0","0","0","856","867982"
"825","female","город Москва, Россия","8","2","0","0","0","6839","753357"
"324","male","Moscow, Russia","4","2","0","0","0","2496","993507"
"260","male","Люберцы, Россия","14","9","0","0","0","1998","187731"
"17","female","Moscow","26","2","0","0","0","437","724700"
"94","female","Chelyabinsk, Chelyabinsk","0","2","0","0","0","100","203815"
"144","female","Moscow, Russia","3","2","0","0","0","2016","798296"
"13","female","Moscow, Moscow","1","2","0","0","0","842","410791"
"16","male","Moscow","0","2","0","0","0","151","377594"
"57","female","Moskva","4","2","0","0","0","1502","558713"
